ARTIST_ID,ARTIST_NAME,ARTIST_FOLLOWERS,ARTIST_POPULARITY
6tbjWDEIzxoDsBA1FuhfPW,Madonna,812755,82
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,712759,81
